ID	log2fc	sterr	pval	padj	method
399dce84cd757a93a8527510b06e307a	-4.580	0.246	0.899	NA	DESeq2
08d77d3861ee0c24205b9a999144495f	0.471	0.321	0.145	NA	DESeq2
c1c7dac2c6665e89f90cda95c53e086e	4.587	0.243	0.988	NA	DESeq2
18ff3ee57c402652b7156ed14071d0ab	-6.028	0.235	0.899	NA	DESeq2
8dcb1c66dadcbfce80141ab20ccf1ea1	-6.221	0.234	0.988	NA	DESeq2
a294a6334e4208490c478e9073d7270c	-1.258	0.293	0.899	NA	DESeq2
96e8d503a1148ba899683ec5ab9b05d9	-0.355	0.320	0.270	NA	DESeq2
371805a0d32985ff210ca9f1a7acad48	4.942	0.241	0.988	NA	DESeq2
b0155a887805143545218ffe760eda06	4.948	0.241	0.988	NA	DESeq2
a4bbfb428c8d35739d668a60656037fc	0.412	0.318	0.197	NA	DESeq2
ee0d28cca895e4a213be07178c2fefba	-2.682	0.267	0.899	NA	DESeq2
8e2824f6a1b188b220b9361c612674b6	5.171	0.239	0.865	NA	DESeq2
633743f58b6a9fabc8612a844746d9aa	-0.541	0.317	0.091	NA	DESeq2
211d2dbbc4c623c2e960bb29d37d40fa	-8.111	0.198	0.988	NA	DESeq2
dfaaa901a526111d492d3d2f61435275	-0.250	0.321	0.438	NA	DESeq2
59788ef0375e4756a83b5a60f29a3303	4.777	0.195	0.988	NA	DESeq2
cca78c21045111a15b3ccadddf52b971	0.446	0.318	0.163	NA	DESeq2
e74ee435c566d594cc9526383adf5792	-1.349	0.271	0.207	NA	DESeq2
1c9a25f511df933eb3476dbbbb46a199	-0.093	0.323	0.775	NA	DESeq2
3afe92f292286577802cddba507f140e	3.459	0.254	0.865	NA	DESeq2
db7d937668dd436e5a4c657b8cd5329f	0.447	0.318	0.162	NA	DESeq2
273881ea7601aa7c034c59b7f40b5736	-0.151	0.272	0.358	NA	DESeq2
4a1a4c83702a6c44562e2daa13bf3514	-3.028	0.145	0.899	NA	DESeq2
9e6878f45a5eb2ea642bc92e840afdf7	4.023	0.248	0.865	NA	DESeq2
54936af7fc659bb8a76615f1ae6f6993	-0.497	0.324	0.128	NA	DESeq2
6915ce702b5bac12f5018e69a2bca72e	-0.134	0.323	0.678	NA	DESeq2
ee297847e00487e7f148dc495efc4ebe	3.578	0.253	0.865	NA	DESeq2
1eff341aa2b49ec383d0a118f73f9cb6	-0.285	0.321	0.376	NA	DESeq2
d61038bd0af574cc1fb1f9ecef204bbf	-0.174	0.322	0.589	NA	DESeq2
3e0f023636975b57382d70fe0a52bf1e	4.387	0.245	0.988	NA	DESeq2
450fb80a8aa341cdf33eee2dac5fe23b	-0.134	0.323	0.679	NA	DESeq2
3123b5aa3c0f158260f64b2832af8167	-0.145	0.319	0.649	NA	DESeq2
7f6f04cff14b6c730f64324e546e2d6b	0.137	0.322	0.671	NA	DESeq2
579e5bbf5706c28209744c33484c4b8c	1.072	0.295	0.988	NA	DESeq2
7ff01134216b54c40a3d44f59c565338	-0.775	0.304	0.988	NA	DESeq2
86a9b8a55479938e1b6b804cd653155b	0.374	0.320	0.245	NA	DESeq2
45c35d69f417bd7d4cbe61dd5a0f083e	-0.304	0.161	0.988	NA	DESeq2
41155fc81ea0571a02817ce0e39861e2	-0.873	0.302	0.988	NA	DESeq2
6a7a5b8592e878c6065ab49055907e1a	-1.275	0.296	0.437	NA	DESeq2
99bf847cdf4b42889ec796b79dff8c25	-6.601	0.242	0.648	NA	DESeq2
5efce6b21a9c05541f7e777341156e96	6.654	0.257	0.712	NA	DESeq2
a992aa1cc0c433a9e86e33cbc0489c4b	-1.665	0.284	0.988	NA	DESeq2
409649957a882957ee87339338a7c07f	-6.559	0.232	0.899	NA	DESeq2
fe1557e7eea603d3e9a1356de4c894f1	-0.213	0.321	0.509	NA	DESeq2
7815ca3b2d75f9ff6a3589a9dea5b8c6	5.807	0.235	0.988	NA	DESeq2
4f59249301b989a2e45240235f71f3d2	0.719	0.150	0.988	NA	DESeq2
79211df1215da97e2f8277d6b2222fe2	-5.986	0.259	0.100	NA	DESeq2
3595b98686ee678c017f6a39f2ba8e7e	-0.092	0.323	0.775	NA	DESeq2
79a7291065adc3f595551e420369acde	6.379	0.231	0.988	NA	DESeq2
b7b6c3fd8f90372ec9ab4e7bd7df8507	3.900	0.249	0.988	NA	DESeq2
66784a97073d9affb5b9dd057c7d5195	8.089	0.224	0.778	NA	DESeq2
d8fc54bcadbf7fcc5cd3d7c2bf678f8f	-4.331	0.248	0.988	NA	DESeq2
71d1bd285cdf78ebfd3ef9d9c9a40241	-6.153	0.235	0.988	NA	DESeq2
d9b3a569d44a34c6a764a5a298219d08	-3.160	0.198	0.782	NA	DESeq2
ba01d82683535dedddbe18c540d309be	-0.942	0.300	0.899	NA	DESeq2
890b0fb43b36350b30ca02829f3e91ad	0.302	0.320	0.347	NA	DESeq2
543d211dd0ff4f6d0066ec3850ed5082	6.280	0.232	0.988	NA	DESeq2
a767696bf9e2e1a5f9e63fd6d39e88f3	-2.850	0.264	0.988	NA	DESeq2
461c2b20bd5c233dcac34fc89ce1a66f	5.414	0.237	0.988	NA	DESeq2
b88919456fa9bc9afe13c91708403a1b	7.302	0.226	0.988	NA	DESeq2
5ae1f1acc18efc7823c3415d779b0385	0.137	0.322	0.672	NA	DESeq2
f8549988d995f078ce28eccc60deff7b	-4.931	0.243	0.988	NA	DESeq2
d0663dc6e98d4272e5c13d317fed72cc	4.993	0.240	0.865	NA	DESeq2
