ID	meandiff	sterr	pval	qval	struczero	method
fd6ff46f1b85f9ed17f80fe98868119c	NA	NA	NA	NA	NA	ANCOM
0c5de29041b1bcfe2010ba9bde32f320	NA	NA	NA	NA	NA	ANCOM
1b0539acdc7399feee3aaebdd5e61067	NA	NA	NA	NA	NA	ANCOM
e71fb4db708f786a39f0bf2bd9b6e50b	NA	NA	NA	NA	NA	ANCOM
62da65200185b257193a5e6d38677242	NA	NA	NA	NA	NA	ANCOM
0df685ffc0887a530be9364c346bad5e	NA	NA	NA	NA	NA	ANCOM
bb33b229f3d1ca9a24f2615fab635d38	NA	NA	NA	NA	NA	ANCOM
da230b788ed11070ab619cf95eec6577	NA	NA	NA	NA	NA	ANCOM
bd26e97e57ceb47cf6ab7d5b5e947f62	NA	NA	NA	NA	NA	ANCOM
92e7c471bf50233a39a459ff5b204b3e	NA	NA	NA	NA	NA	ANCOM
2c18fa52b1be278e8fbf731b531e3174	NA	NA	NA	NA	NA	ANCOM
071be45c44bec0f49b498f73b15dd3d2	NA	NA	NA	NA	NA	ANCOM
e87dc9cc994d0c5c48a42ee91aae6eae	NA	NA	NA	NA	NA	ANCOM
9c7970c0800382fbe01230164e6149fb	NA	NA	NA	NA	NA	ANCOM
c1f96ac17ac6c32cbf88341fce4c8d9d	NA	NA	NA	NA	NA	ANCOM
e36a239a30b387e78c09e274444e016c	NA	NA	NA	NA	NA	ANCOM
2e3c54c72de596f4c4009971b90895d7	NA	NA	NA	NA	NA	ANCOM
c0c4bc43d1ba371268726299b45b754a	NA	NA	NA	NA	NA	ANCOM
2ffde79d725e60b058bde836132af683	NA	NA	NA	NA	NA	ANCOM
9e58e4736ae679b38ae8de9b3fc3d7ee	NA	NA	NA	NA	NA	ANCOM
983cf9a4e7016105283f24743d919f25	NA	NA	NA	NA	NA	ANCOM
f159675a1296aa9d383e4ab3f9407619	NA	NA	NA	NA	NA	ANCOM
af7a6845c73f4a26d0abf34aef9a2a64	NA	NA	NA	NA	NA	ANCOM
325f464ad49685c1e5420d17aa147d15	NA	NA	NA	NA	NA	ANCOM
7d2ea1f51c60d58d0660446d4774a59a	NA	NA	NA	NA	NA	ANCOM
b663b0cd551ba980221251a789b6e206	NA	NA	NA	NA	NA	ANCOM
faef5307d71a48c6d6d40336c90c8d60	NA	NA	NA	NA	NA	ANCOM
399dce84cd757a93a8527510b06e307a	NA	NA	NA	NA	NA	ANCOM
08d77d3861ee0c24205b9a999144495f	NA	NA	NA	NA	NA	ANCOM
c1c7dac2c6665e89f90cda95c53e086e	NA	NA	NA	NA	NA	ANCOM
18ff3ee57c402652b7156ed14071d0ab	NA	NA	NA	NA	NA	ANCOM
8dcb1c66dadcbfce80141ab20ccf1ea1	NA	NA	NA	NA	NA	ANCOM
a294a6334e4208490c478e9073d7270c	NA	NA	NA	NA	NA	ANCOM
96e8d503a1148ba899683ec5ab9b05d9	NA	NA	NA	NA	NA	ANCOM
371805a0d32985ff210ca9f1a7acad48	NA	NA	NA	NA	NA	ANCOM
b0155a887805143545218ffe760eda06	NA	NA	NA	NA	NA	ANCOM
a4bbfb428c8d35739d668a60656037fc	NA	NA	NA	NA	NA	ANCOM
ee0d28cca895e4a213be07178c2fefba	NA	NA	NA	NA	NA	ANCOM
8e2824f6a1b188b220b9361c612674b6	NA	NA	NA	NA	NA	ANCOM
633743f58b6a9fabc8612a844746d9aa	NA	NA	NA	NA	NA	ANCOM
211d2dbbc4c623c2e960bb29d37d40fa	NA	NA	NA	NA	NA	ANCOM
dfaaa901a526111d492d3d2f61435275	NA	NA	NA	NA	NA	ANCOM
59788ef0375e4756a83b5a60f29a3303	NA	NA	NA	NA	NA	ANCOM
cca78c21045111a15b3ccadddf52b971	NA	NA	NA	NA	NA	ANCOM
e74ee435c566d594cc9526383adf5792	NA	NA	NA	NA	NA	ANCOM
1c9a25f511df933eb3476dbbbb46a199	NA	NA	NA	NA	NA	ANCOM
3afe92f292286577802cddba507f140e	NA	NA	NA	NA	NA	ANCOM
db7d937668dd436e5a4c657b8cd5329f	NA	NA	NA	NA	NA	ANCOM
273881ea7601aa7c034c59b7f40b5736	NA	NA	NA	NA	NA	ANCOM
4a1a4c83702a6c44562e2daa13bf3514	NA	NA	NA	NA	NA	ANCOM
9e6878f45a5eb2ea642bc92e840afdf7	NA	NA	NA	NA	NA	ANCOM
54936af7fc659bb8a76615f1ae6f6993	NA	NA	NA	NA	NA	ANCOM
6915ce702b5bac12f5018e69a2bca72e	NA	NA	NA	NA	NA	ANCOM
ee297847e00487e7f148dc495efc4ebe	NA	NA	NA	NA	NA	ANCOM
1eff341aa2b49ec383d0a118f73f9cb6	NA	NA	NA	NA	NA	ANCOM
d61038bd0af574cc1fb1f9ecef204bbf	NA	NA	NA	NA	NA	ANCOM
3e0f023636975b57382d70fe0a52bf1e	NA	NA	NA	NA	NA	ANCOM
450fb80a8aa341cdf33eee2dac5fe23b	NA	NA	NA	NA	NA	ANCOM
3123b5aa3c0f158260f64b2832af8167	NA	NA	NA	NA	NA	ANCOM
7f6f04cff14b6c730f64324e546e2d6b	NA	NA	NA	NA	NA	ANCOM
579e5bbf5706c28209744c33484c4b8c	NA	NA	NA	NA	NA	ANCOM
7ff01134216b54c40a3d44f59c565338	NA	NA	NA	NA	NA	ANCOM
86a9b8a55479938e1b6b804cd653155b	NA	NA	NA	NA	NA	ANCOM
45c35d69f417bd7d4cbe61dd5a0f083e	NA	NA	NA	NA	NA	ANCOM
41155fc81ea0571a02817ce0e39861e2	NA	NA	NA	NA	NA	ANCOM
6a7a5b8592e878c6065ab49055907e1a	NA	NA	NA	NA	NA	ANCOM
99bf847cdf4b42889ec796b79dff8c25	NA	NA	NA	NA	NA	ANCOM
5efce6b21a9c05541f7e777341156e96	NA	NA	NA	NA	NA	ANCOM
a992aa1cc0c433a9e86e33cbc0489c4b	NA	NA	NA	NA	NA	ANCOM
409649957a882957ee87339338a7c07f	NA	NA	NA	NA	NA	ANCOM
fe1557e7eea603d3e9a1356de4c894f1	NA	NA	NA	NA	NA	ANCOM
7815ca3b2d75f9ff6a3589a9dea5b8c6	NA	NA	NA	NA	NA	ANCOM
4f59249301b989a2e45240235f71f3d2	NA	NA	NA	NA	NA	ANCOM
79211df1215da97e2f8277d6b2222fe2	NA	NA	NA	NA	NA	ANCOM
3595b98686ee678c017f6a39f2ba8e7e	NA	NA	NA	NA	NA	ANCOM
79a7291065adc3f595551e420369acde	NA	NA	NA	NA	NA	ANCOM
b7b6c3fd8f90372ec9ab4e7bd7df8507	NA	NA	NA	NA	NA	ANCOM
66784a97073d9affb5b9dd057c7d5195	NA	NA	NA	NA	NA	ANCOM
d8fc54bcadbf7fcc5cd3d7c2bf678f8f	NA	NA	NA	NA	NA	ANCOM
71d1bd285cdf78ebfd3ef9d9c9a40241	NA	NA	NA	NA	NA	ANCOM
d9b3a569d44a34c6a764a5a298219d08	NA	NA	NA	NA	NA	ANCOM
ba01d82683535dedddbe18c540d309be	NA	NA	NA	NA	NA	ANCOM
890b0fb43b36350b30ca02829f3e91ad	NA	NA	NA	NA	NA	ANCOM
543d211dd0ff4f6d0066ec3850ed5082	NA	NA	NA	NA	NA	ANCOM
a767696bf9e2e1a5f9e63fd6d39e88f3	NA	NA	NA	NA	NA	ANCOM
461c2b20bd5c233dcac34fc89ce1a66f	NA	NA	NA	NA	NA	ANCOM
b88919456fa9bc9afe13c91708403a1b	NA	NA	NA	NA	NA	ANCOM
5ae1f1acc18efc7823c3415d779b0385	NA	NA	NA	NA	NA	ANCOM
f8549988d995f078ce28eccc60deff7b	NA	NA	NA	NA	NA	ANCOM
d0663dc6e98d4272e5c13d317fed72cc	NA	NA	NA	NA	NA	ANCOM
