ID	pval	padj	method
034aaec3b477baaaad7676a87004e735	0.491	1.000	Fisher
071be45c44bec0f49b498f73b15dd3d2	0.491	1.000	Fisher
0c5de29041b1bcfe2010ba9bde32f320	0.491	1.000	Fisher
0ef57e8afd9085d240cb5ca96d3578ad	0.491	1.000	Fisher
1760e66b93ff7aa728b6898fa572bc2d	0.491	1.000	Fisher
1a3bb25b7d08acf0c021cca6623e477e	0.491	1.000	Fisher
1cc1bac06496093e1f4903bb981b67a4	0.491	1.000	Fisher
2130ca17584e2024351e25847b07de48	0.491	1.000	Fisher
22358af799b12718b2413db582b1a6af	0.491	1.000	Fisher
2b59d468bbdb1f86c22fcebd61f5d5cb	0.491	1.000	Fisher
344a99c4890ae9d218c68b7173d0389c	0.491	1.000	Fisher
3595b98686ee678c017f6a39f2ba8e7e	0.491	1.000	Fisher
399dce84cd757a93a8527510b06e307a	0.491	1.000	Fisher
3afe92f292286577802cddba507f140e	0.491	1.000	Fisher
3d0a205de99f5295bc4b374649c57575	0.491	1.000	Fisher
3e0f023636975b57382d70fe0a52bf1e	0.491	1.000	Fisher
450fb80a8aa341cdf33eee2dac5fe23b	0.491	1.000	Fisher
45c35d69f417bd7d4cbe61dd5a0f083e	0.491	1.000	Fisher
4f59249301b989a2e45240235f71f3d2	0.491	1.000	Fisher
539265e101086f2e7d8aa51c05152c1b	0.491	1.000	Fisher
59788ef0375e4756a83b5a60f29a3303	0.491	1.000	Fisher
66784a97073d9affb5b9dd057c7d5195	0.491	1.000	Fisher
68c4c822540f83dfe06bbc19f708d882	0.491	1.000	Fisher
6a7a5b8592e878c6065ab49055907e1a	0.491	1.000	Fisher
7815ca3b2d75f9ff6a3589a9dea5b8c6	0.491	1.000	Fisher
7f088cac1fcdba8c0195c47096264049	0.491	1.000	Fisher
890b0fb43b36350b30ca02829f3e91ad	0.491	1.000	Fisher
8b268033f40f7b9e9f0a33d71e9c1936	0.491	1.000	Fisher
92e7c471bf50233a39a459ff5b204b3e	0.491	1.000	Fisher
93dc6bb121df4cf4164c024ac00012b4	0.491	1.000	Fisher
9880373d82d00984bcfd9dddced13e34	0.491	1.000	Fisher
99bf847cdf4b42889ec796b79dff8c25	0.491	1.000	Fisher
9a8798b380171e379eb66ee08e76ece1	0.491	1.000	Fisher
9b05f9d3b68356c051503c00d6b3d333	0.491	1.000	Fisher
9c1d747424d14efaa95f8e742a4cdf37	0.491	1.000	Fisher
a4bbfb428c8d35739d668a60656037fc	0.491	1.000	Fisher
a692aae1c416358d582103d64b3774f2	0.491	1.000	Fisher
b4b232f214f775bcc3308653d7741f1a	0.491	1.000	Fisher
b7b6c3fd8f90372ec9ab4e7bd7df8507	0.491	1.000	Fisher
b84ffd3d3404ece823346fd8ed2df099	0.491	1.000	Fisher
bc1d8d569b4547c1c5c74417dca42c12	0.491	1.000	Fisher
c0c4bc43d1ba371268726299b45b754a	0.491	1.000	Fisher
c1c7dac2c6665e89f90cda95c53e086e	0.491	1.000	Fisher
da230b788ed11070ab619cf95eec6577	0.491	1.000	Fisher
db927f3e3abb74321d0262b8624b01c7	0.491	1.000	Fisher
e71fb4db708f786a39f0bf2bd9b6e50b	0.491	1.000	Fisher
e87dc9cc994d0c5c48a42ee91aae6eae	0.491	1.000	Fisher
ea16290abb78a15048ba32ff78200ec5	0.491	1.000	Fisher
ea4f3d7471d698fb962e28a5f213caf2	0.491	1.000	Fisher
ee121b5310faf3d1c9e119e3ac6048ba	0.491	1.000	Fisher
efd61c8a200b0dfb04999c1cbc4a509f	0.491	1.000	Fisher
f342e124ffe9a9d3e0e492ff00ed674e	0.491	1.000	Fisher
faef5307d71a48c6d6d40336c90c8d60	0.491	1.000	Fisher
abb48f98cc76cbfd884b85cb99cf2af1	0.547	1.000	Fisher
f7b11f46a4c69e77e82476e16e9df760	0.593	1.000	Fisher
04fee52d3a95545eea1c45e2e63ce362	0.611	1.000	Fisher
1c9a25f511df933eb3476dbbbb46a199	0.611	1.000	Fisher
317082b6c8a20c520c8e26de3ce89caa	0.611	1.000	Fisher
3f3d70d8216a76f49f3a361d0d9ab15f	0.611	1.000	Fisher
4446d2a211e0a41b6b526dd4940fe073	0.611	1.000	Fisher
4f39ef900d88365c3eac06f13c776b8f	0.611	1.000	Fisher
79211df1215da97e2f8277d6b2222fe2	0.611	1.000	Fisher
872b2757f7ef15b1ef26b3f9936bcf31	0.611	1.000	Fisher
a135d244d0364d5d06535e56882a84a5	0.611	1.000	Fisher
b5f3ca43eee20152738a029642f31149	0.611	1.000	Fisher
c10027370c67bc9ee9b945c53d20ab5c	0.611	1.000	Fisher
d9b3a569d44a34c6a764a5a298219d08	0.611	1.000	Fisher
fd6ff46f1b85f9ed17f80fe98868119c	0.611	1.000	Fisher
0420d390149c22d99f06f042f8e82022	0.669	1.000	Fisher
99d56121b201885e2327e1aaefee27e0	0.669	1.000	Fisher
efef4e897400bf9054e9c2a7eda09a78	0.669	1.000	Fisher
481b5086d4014f57b2ff1517825ee7d1	0.705	1.000	Fisher
78e3be9fa222d3a314799a1a883f6b66	0.705	1.000	Fisher
96e8d503a1148ba899683ec5ab9b05d9	0.705	1.000	Fisher
e3eb7f52eef0ad7aec4db88af12eb3cd	0.746	1.000	Fisher
643e1fe5e4374e56b15854c0ab8bd517	0.775	1.000	Fisher
17211eba768f47a1041935f3ee102e20	0.785	1.000	Fisher
08d77d3861ee0c24205b9a999144495f	1	1.000	Fisher
0df685ffc0887a530be9364c346bad5e	1	1.000	Fisher
0fa5da88bc26c3d497597b2ecbf33634	1	1.000	Fisher
104d07a34368d9f652c61bbb84e59327	1	1.000	Fisher
127a70b0f52e8c85609ada55978456d9	1	1.000	Fisher
149b57f90ba9fdc1aa38b84570147bd9	1	1.000	Fisher
175a157b503cdbac0149f491726d55a0	1	1.000	Fisher
18ff3ee57c402652b7156ed14071d0ab	1	1.000	Fisher
1eff341aa2b49ec383d0a118f73f9cb6	1	1.000	Fisher
211d2dbbc4c623c2e960bb29d37d40fa	1	1.000	Fisher
22aea799615e8e1467f7b56605053545	1	1.000	Fisher
22c4ee4deafd2a50e123031f9e973ddd	1	1.000	Fisher
299a98fef4b37a7f125b41049760c6d7	1	1.000	Fisher
2b3c915c3bce80b053b118bfac9819c6	1	1.000	Fisher
2bc5d4320e54797a39359dc0676cf450	1	1.000	Fisher
2e3c54c72de596f4c4009971b90895d7	1	1.000	Fisher
30526a7a4d826edd9b043b56bd8e847a	1	1.000	Fisher
3123b5aa3c0f158260f64b2832af8167	1	1.000	Fisher
325f464ad49685c1e5420d17aa147d15	1	1.000	Fisher
348be596f79f125aafbe95efa903cbd9	1	1.000	Fisher
369977194325fa77afd733d37c92c63d	1	1.000	Fisher
38bad4cf4a320d649be0d854b3cf98be	1	1.000	Fisher
3d6595ba0dd3b1779363e84e947fc1c4	1	1.000	Fisher
4a8dbbec00787fa2cc2ee08274f8ce4c	1	1.000	Fisher
511bd796069111a3a3e99c2d13907211	1	1.000	Fisher
526fa77d5328b0a41df33317dfe135e2	1	1.000	Fisher
53c621cb35a1c35186d82a7c60de1bf0	1	1.000	Fisher
542b8274cc0abe38ef023b02b57dbf9b	1	1.000	Fisher
543d211dd0ff4f6d0066ec3850ed5082	1	1.000	Fisher
5507ca21e75b9dee479d164ae91bf887	1	1.000	Fisher
579e5bbf5706c28209744c33484c4b8c	1	1.000	Fisher
5ae1f1acc18efc7823c3415d779b0385	1	1.000	Fisher
5ae8bbf464d292ab3b75086ef4ff2fb1	1	1.000	Fisher
5e317160f53054af730b0a3123e7e9b6	1	1.000	Fisher
5efce6b21a9c05541f7e777341156e96	1	1.000	Fisher
5f3b8380fd0ae0e537a43b002c4e7a67	1	1.000	Fisher
60ae902a3e046edce4cc5f9cc1ac73ea	1	1.000	Fisher
62da65200185b257193a5e6d38677242	1	1.000	Fisher
68f6f56543e7b4195061892a90ea0315	1	1.000	Fisher
71d1bd285cdf78ebfd3ef9d9c9a40241	1	1.000	Fisher
76dc3809d214159c017b2f987364f7e0	1	1.000	Fisher
77d225e6605a71a9a33a9aeb33bdb890	1	1.000	Fisher
78974ea98df25e5c1ba04801cfcee414	1	1.000	Fisher
7d2ea1f51c60d58d0660446d4774a59a	1	1.000	Fisher
7ff01134216b54c40a3d44f59c565338	1	1.000	Fisher
825f13155fdb6aff8a51b2e23783d436	1	1.000	Fisher
8886b2b13e2ddffa6f24c3ba02bde095	1	1.000	Fisher
8c6d27c2bc40b12979bd9d5544237b81	1	1.000	Fisher
8dcb1c66dadcbfce80141ab20ccf1ea1	1	1.000	Fisher
97e3be015d0ad3c9c56ccbd57f9c0feb	1	1.000	Fisher
983cf9a4e7016105283f24743d919f25	1	1.000	Fisher
9c7970c0800382fbe01230164e6149fb	1	1.000	Fisher
9e58e4736ae679b38ae8de9b3fc3d7ee	1	1.000	Fisher
9e6878f45a5eb2ea642bc92e840afdf7	1	1.000	Fisher
a158cb84cd379842d99cf6726247efcd	1	1.000	Fisher
a4977746f215ec32e61883e81da46126	1	1.000	Fisher
a992aa1cc0c433a9e86e33cbc0489c4b	1	1.000	Fisher
adba26ac34bc5a82de3fd3fb5efbd33e	1	1.000	Fisher
af7a6845c73f4a26d0abf34aef9a2a64	1	1.000	Fisher
b0155a887805143545218ffe760eda06	1	1.000	Fisher
b18075a005d898e4fefada059d7e1684	1	1.000	Fisher
b47360a961b32fd49a797faf00c4d3de	1	1.000	Fisher
b6d488bfbf30ff5ee3e75bbefccb6032	1	1.000	Fisher
b77627ad049c7569beb5e5bb351b9a50	1	1.000	Fisher
b88919456fa9bc9afe13c91708403a1b	1	1.000	Fisher
bdf8ede33b2c7001840621a6f72229dd	1	1.000	Fisher
c1f96ac17ac6c32cbf88341fce4c8d9d	1	1.000	Fisher
c2cf452e2e4b142723e0654f167ee870	1	1.000	Fisher
c8d5fdc244ae17e9558f5025b812d6eb	1	1.000	Fisher
ccba5d69de041201ee8e163c1c4b23bb	1	1.000	Fisher
cf16828665dee40dfa4b6bade4cf21ef	1	1.000	Fisher
d40cb52e5d7086fee99ae0907fd334f9	1	1.000	Fisher
d61038bd0af574cc1fb1f9ecef204bbf	1	1.000	Fisher
d75885b537a312c667e41d5afe3bee27	1	1.000	Fisher
d8fc54bcadbf7fcc5cd3d7c2bf678f8f	1	1.000	Fisher
db7d937668dd436e5a4c657b8cd5329f	1	1.000	Fisher
de7864dafea9b68a565a62c31bc8339e	1	1.000	Fisher
dfaaa901a526111d492d3d2f61435275	1	1.000	Fisher
e4a8d89e330d04f29688c61cc275c501	1	1.000	Fisher
ee0d28cca895e4a213be07178c2fefba	1	1.000	Fisher
ee297847e00487e7f148dc495efc4ebe	1	1.000	Fisher
f5a2b8967fd8d135803af8c0601cd4e0	1	1.000	Fisher
f5f092fdfbb1dcc0827bf409ad96e634	1	1.000	Fisher
f9714344beb252703d97bed4752ae788	1	1.000	Fisher
f9fd90420aaf24633adee0901df06f08	1	1.000	Fisher
fb4b6d91dda35da5c766e6747c71efdb	1	1.000	Fisher
fe1557e7eea603d3e9a1356de4c894f1	1	1.000	Fisher
fe69850846e2271a5906e8d2d8c09040	1	1.000	Fisher
