ID	meandiff	sterr	pval	qval	struczero	method
d0663dc6e98d4272e5c13d317fed72cc	NA	NA	NA	NA	NA	ANCOM
461c2b20bd5c233dcac34fc89ce1a66f	NA	NA	NA	NA	NA	ANCOM
a294a6334e4208490c478e9073d7270c	NA	NA	NA	NA	NA	ANCOM
c8d5fdc244ae17e9558f5025b812d6eb	NA	NA	NA	NA	NA	ANCOM
8512a0ed11476e591ffa9a713b8d9df3	NA	NA	NA	NA	NA	ANCOM
d6992915e0c28999e8d466f1592d8b7a	NA	NA	NA	NA	NA	ANCOM
1b0539acdc7399feee3aaebdd5e61067	NA	NA	NA	NA	NA	ANCOM
b4b232f214f775bcc3308653d7741f1a	NA	NA	NA	NA	NA	ANCOM
dc47c740766072a818fc135fbbb85402	NA	NA	NA	NA	NA	ANCOM
034aaec3b477baaaad7676a87004e735	NA	NA	NA	NA	NA	ANCOM
4a1a4c83702a6c44562e2daa13bf3514	NA	NA	NA	NA	NA	ANCOM
71d1bd285cdf78ebfd3ef9d9c9a40241	NA	NA	NA	NA	NA	ANCOM
e4a8d89e330d04f29688c61cc275c501	NA	NA	NA	NA	NA	ANCOM
de3ca8116321fa3b3ecaa5fc40c08cc5	NA	NA	NA	NA	NA	ANCOM
e74ee435c566d594cc9526383adf5792	NA	NA	NA	NA	NA	ANCOM
e87dc9cc994d0c5c48a42ee91aae6eae	NA	NA	NA	NA	NA	ANCOM
b84ffd3d3404ece823346fd8ed2df099	NA	NA	NA	NA	NA	ANCOM
8dcb1c66dadcbfce80141ab20ccf1ea1	NA	NA	NA	NA	NA	ANCOM
f5f092fdfbb1dcc0827bf409ad96e634	NA	NA	NA	NA	NA	ANCOM
3afe92f292286577802cddba507f140e	NA	NA	NA	NA	NA	ANCOM
59788ef0375e4756a83b5a60f29a3303	NA	NA	NA	NA	NA	ANCOM
760b5cda1cd383fa43af2dd6f6b06672	NA	NA	NA	NA	NA	ANCOM
2c18fa52b1be278e8fbf731b531e3174	NA	NA	NA	NA	NA	ANCOM
5efce6b21a9c05541f7e777341156e96	NA	NA	NA	NA	NA	ANCOM
ba01d82683535dedddbe18c540d309be	NA	NA	NA	NA	NA	ANCOM
325f464ad49685c1e5420d17aa147d15	NA	NA	NA	NA	NA	ANCOM
9a8798b380171e379eb66ee08e76ece1	NA	NA	NA	NA	NA	ANCOM
319412737efae4ec36f93f4db011de0e	NA	NA	NA	NA	NA	ANCOM
1760e66b93ff7aa728b6898fa572bc2d	NA	NA	NA	NA	NA	ANCOM
223bd77c5c34f4e9e40c3dfd53dffafc	NA	NA	NA	NA	NA	ANCOM
a135d244d0364d5d06535e56882a84a5	NA	NA	NA	NA	NA	ANCOM
db927f3e3abb74321d0262b8624b01c7	NA	NA	NA	NA	NA	ANCOM
7c4c61a0c83567367786e514df40a21b	NA	NA	NA	NA	NA	ANCOM
450fb80a8aa341cdf33eee2dac5fe23b	NA	NA	NA	NA	NA	ANCOM
e0db0916d5f4bc79913c096d6f7f23e0	NA	NA	NA	NA	NA	ANCOM
4f39ef900d88365c3eac06f13c776b8f	NA	NA	NA	NA	NA	ANCOM
66784a97073d9affb5b9dd057c7d5195	NA	NA	NA	NA	NA	ANCOM
92c359d5fc0b3cd4cf326768b8132a41	NA	NA	NA	NA	NA	ANCOM
2bc5d4320e54797a39359dc0676cf450	NA	NA	NA	NA	NA	ANCOM
37e6c524ce699f13fe323a63bc20adf9	NA	NA	NA	NA	NA	ANCOM
7ef0412f12032fcc6224d8d98783f44f	NA	NA	NA	NA	NA	ANCOM
de7864dafea9b68a565a62c31bc8339e	NA	NA	NA	NA	NA	ANCOM
104d07a34368d9f652c61bbb84e59327	NA	NA	NA	NA	NA	ANCOM
2e3c54c72de596f4c4009971b90895d7	NA	NA	NA	NA	NA	ANCOM
543d211dd0ff4f6d0066ec3850ed5082	NA	NA	NA	NA	NA	ANCOM
a4977746f215ec32e61883e81da46126	NA	NA	NA	NA	NA	ANCOM
f342e124ffe9a9d3e0e492ff00ed674e	NA	NA	NA	NA	NA	ANCOM
4446d2a211e0a41b6b526dd4940fe073	NA	NA	NA	NA	NA	ANCOM
53c621cb35a1c35186d82a7c60de1bf0	NA	NA	NA	NA	NA	ANCOM
68f6f56543e7b4195061892a90ea0315	NA	NA	NA	NA	NA	ANCOM
04fee52d3a95545eea1c45e2e63ce362	NA	NA	NA	NA	NA	ANCOM
a418705a2b62c68553ceec65922142a4	NA	NA	NA	NA	NA	ANCOM
c0c4bc43d1ba371268726299b45b754a	NA	NA	NA	NA	NA	ANCOM
22aea799615e8e1467f7b56605053545	NA	NA	NA	NA	NA	ANCOM
dfaaa901a526111d492d3d2f61435275	NA	NA	NA	NA	NA	ANCOM
511bd796069111a3a3e99c2d13907211	NA	NA	NA	NA	NA	ANCOM
127a70b0f52e8c85609ada55978456d9	NA	NA	NA	NA	NA	ANCOM
0420d390149c22d99f06f042f8e82022	NA	NA	NA	NA	NA	ANCOM
3a12705bdb700b87026ea27254e8fa89	NA	NA	NA	NA	NA	ANCOM
99d56121b201885e2327e1aaefee27e0	NA	NA	NA	NA	NA	ANCOM
3f3d70d8216a76f49f3a361d0d9ab15f	NA	NA	NA	NA	NA	ANCOM
