ID	log2fc	sterr	pval	padj	method
2ea15125b3c28f70f4e9b2011fb1b32e	0.428	0.339	0.208	0.297	DESeq2
99d56121b201885e2327e1aaefee27e0	-1.033	0.400	0.212	0.297	DESeq2
3f3d70d8216a76f49f3a361d0d9ab15f	-0.412	0.329	0.212	0.297	DESeq2
96e8d503a1148ba899683ec5ab9b05d9	0.381	0.320	0.235	0.325	DESeq2
9c7970c0800382fbe01230164e6149fb	-5.355	0.292	0.253	0.341	DESeq2
d9b3a569d44a34c6a764a5a298219d08	-5.507	0.263	0.251	0.341	DESeq2
c10027370c67bc9ee9b945c53d20ab5c	0.355	0.322	0.271	0.361	DESeq2
481b5086d4014f57b2ff1517825ee7d1	1.364	0.387	0.277	0.363	DESeq2
4673065a2d04c05374a89d2cfdcf68c2	0.301	0.283	0.288	0.373	DESeq2
efef4e897400bf9054e9c2a7eda09a78	0.310	0.313	0.324	0.415	DESeq2
f7b11f46a4c69e77e82476e16e9df760	-1.177	0.429	0.331	0.419	DESeq2
643e1fe5e4374e56b15854c0ab8bd517	0.317	0.347	0.361	0.440	DESeq2
c2cf452e2e4b142723e0654f167ee870	0.298	0.322	0.356	0.440	DESeq2
116156fee4dfb6a544121c9b98a23c74	0.108	0.438	0.357	0.440	DESeq2
135cd9f50ac1631b9e504edeb830d683	-0.313	0.358	0.382	0.461	DESeq2
bdf8ede33b2c7001840621a6f72229dd	0.273	0.346	0.431	0.514	DESeq2
a158cb84cd379842d99cf6726247efcd	-1.013	0.276	0.451	0.532	DESeq2
77d225e6605a71a9a33a9aeb33bdb890	0.917	0.314	0.472	0.551	DESeq2
97e3be015d0ad3c9c56ccbd57f9c0feb	-0.219	0.318	0.492	0.567	DESeq2
fe69850846e2271a5906e8d2d8c09040	0.207	0.344	0.546	0.624	DESeq2
fe1557e7eea603d3e9a1356de4c894f1	-0.179	0.316	0.571	0.644	DESeq2
76dc3809d214159c017b2f987364f7e0	-0.159	0.343	0.643	0.718	DESeq2
79211df1215da97e2f8277d6b2222fe2	-8.404	0.242	0.650	0.719	DESeq2
d40cb52e5d7086fee99ae0907fd334f9	-0.114	0.316	0.719	0.786	DESeq2
3d6595ba0dd3b1779363e84e947fc1c4	0.107	0.325	0.742	0.798	DESeq2
3123b5aa3c0f158260f64b2832af8167	3.064	0.295	0.745	0.798	DESeq2
abb48f98cc76cbfd884b85cb99cf2af1	0.079	0.344	0.819	0.869	DESeq2
369977194325fa77afd733d37c92c63d	0.062	0.338	0.855	0.898	DESeq2
e5c7942ab79294bf4c19761c8bbbf920	-1.911	0.288	0.950	0.959	DESeq2
9bfd7d6705ff77f170d74bd7d21e15c7	-1.325	0.293	0.946	0.959	DESeq2
872b2757f7ef15b1ef26b3f9936bcf31	0.027	0.338	0.936	0.959	DESeq2
8886b2b13e2ddffa6f24c3ba02bde095	-0.033	0.370	0.929	0.959	DESeq2
78e3be9fa222d3a314799a1a883f6b66	1.667	0.317	0.962	0.962	DESeq2
4bdc300e2a73d2456d8f5f301cd79b24	-0.320	0.322	0.321	NA	DESeq2
9880373d82d00984bcfd9dddced13e34	4.720	0.241	0.984	NA	DESeq2
78974ea98df25e5c1ba04801cfcee414	5.980	0.146	0.881	NA	DESeq2
0c0cca5bec99fb78e2bb61c3935b025d	-4.700	0.239	0.909	NA	DESeq2
299a98fef4b37a7f125b41049760c6d7	-4.115	0.123	0.984	NA	DESeq2
2b59d468bbdb1f86c22fcebd61f5d5cb	-0.917	0.298	0.984	NA	DESeq2
a692aae1c416358d582103d64b3774f2	3.379	0.252	0.881	NA	DESeq2
1a3bb25b7d08acf0c021cca6623e477e	-8.861	0.219	0.909	NA	DESeq2
cf16828665dee40dfa4b6bade4cf21ef	-0.681	0.132	0.253	NA	DESeq2
da513503b2ff56009fc8a578c819ebcb	-9.876	0.220	0.444	NA	DESeq2
22c4ee4deafd2a50e123031f9e973ddd	6.683	0.230	0.984	NA	DESeq2
ea16290abb78a15048ba32ff78200ec5	-0.450	0.325	0.167	NA	DESeq2
9c1d747424d14efaa95f8e742a4cdf37	-1.673	0.278	0.984	NA	DESeq2
1cc1bac06496093e1f4903bb981b67a4	-0.173	0.327	0.597	NA	DESeq2
22358af799b12718b2413db582b1a6af	0.330	0.322	0.307	NA	DESeq2
bc1d8d569b4547c1c5c74417dca42c12	5.916	0.234	0.984	NA	DESeq2
539265e101086f2e7d8aa51c05152c1b	-8.840	0.219	0.984	NA	DESeq2
542b8274cc0abe38ef023b02b57dbf9b	-3.035	0.125	0.638	NA	DESeq2
30526a7a4d826edd9b043b56bd8e847a	0.361	0.325	0.267	NA	DESeq2
fd6ff46f1b85f9ed17f80fe98868119c	-0.554	0.129	0.984	NA	DESeq2
0c5de29041b1bcfe2010ba9bde32f320	-4.520	0.241	0.984	NA	DESeq2
2b3c915c3bce80b053b118bfac9819c6	3.449	0.252	0.984	NA	DESeq2
e71fb4db708f786a39f0bf2bd9b6e50b	-1.111	0.292	0.909	NA	DESeq2
62da65200185b257193a5e6d38677242	7.548	0.222	0.529	NA	DESeq2
0df685ffc0887a530be9364c346bad5e	-0.087	0.319	0.784	NA	DESeq2
ccba5d69de041201ee8e163c1c4b23bb	4.135	0.246	0.984	NA	DESeq2
da230b788ed11070ab619cf95eec6577	-0.320	0.324	0.324	NA	DESeq2
bd26e97e57ceb47cf6ab7d5b5e947f62	-0.453	0.319	0.157	NA	DESeq2
f5a2b8967fd8d135803af8c0601cd4e0	1.675	0.279	0.881	NA	DESeq2
92e7c471bf50233a39a459ff5b204b3e	0.296	0.323	0.360	NA	DESeq2
526fa77d5328b0a41df33317dfe135e2	-4.676	0.107	0.984	NA	DESeq2
071be45c44bec0f49b498f73b15dd3d2	5.510	0.236	0.881	NA	DESeq2
3d0a205de99f5295bc4b374649c57575	-2.700	0.259	0.909	NA	DESeq2
c1f96ac17ac6c32cbf88341fce4c8d9d	8.421	0.222	0.984	NA	DESeq2
5ae8bbf464d292ab3b75086ef4ff2fb1	-1.951	0.111	0.881	NA	DESeq2
2130ca17584e2024351e25847b07de48	-0.894	0.299	0.909	NA	DESeq2
4a8dbbec00787fa2cc2ee08274f8ce4c	0.762	0.168	0.215	NA	DESeq2
b47360a961b32fd49a797faf00c4d3de	-1.522	0.276	0.818	NA	DESeq2
ee121b5310faf3d1c9e119e3ac6048ba	-9.615	0.216	0.984	NA	DESeq2
9b05f9d3b68356c051503c00d6b3d333	-7.332	0.225	0.909	NA	DESeq2
9e58e4736ae679b38ae8de9b3fc3d7ee	-0.988	0.280	0.606	NA	DESeq2
f9fd90420aaf24633adee0901df06f08	0.076	0.329	0.818	NA	DESeq2
b6d488bfbf30ff5ee3e75bbefccb6032	-1.779	0.136	0.909	NA	DESeq2
983cf9a4e7016105283f24743d919f25	0.154	0.327	0.638	NA	DESeq2
fb4b6d91dda35da5c766e6747c71efdb	3.988	0.247	0.984	NA	DESeq2
175a157b503cdbac0149f491726d55a0	1.417	0.135	0.909	NA	DESeq2
5e317160f53054af730b0a3123e7e9b6	-5.625	0.155	0.909	NA	DESeq2
0ef57e8afd9085d240cb5ca96d3578ad	5.554	0.235	0.778	NA	DESeq2
adba26ac34bc5a82de3fd3fb5efbd33e	1.880	0.131	0.903	NA	DESeq2
60ae902a3e046edce4cc5f9cc1ac73ea	0.361	0.325	0.267	NA	DESeq2
af7a6845c73f4a26d0abf34aef9a2a64	-2.077	0.186	0.909	NA	DESeq2
7d2ea1f51c60d58d0660446d4774a59a	0.443	0.147	0.984	NA	DESeq2
d75885b537a312c667e41d5afe3bee27	3.998	0.246	0.881	NA	DESeq2
faef5307d71a48c6d6d40336c90c8d60	-0.847	0.300	0.909	NA	DESeq2
f9714344beb252703d97bed4752ae788	6.358	0.231	0.881	NA	DESeq2
399dce84cd757a93a8527510b06e307a	4.326	0.244	0.881	NA	DESeq2
c1c7dac2c6665e89f90cda95c53e086e	5.661	0.235	0.881	NA	DESeq2
2bf8231073721bfc54aa8ebeb6912a20	-4.346	0.241	0.801	NA	DESeq2
18ff3ee57c402652b7156ed14071d0ab	7.626	0.225	0.881	NA	DESeq2
7f088cac1fcdba8c0195c47096264049	-0.387	0.324	0.233	NA	DESeq2
b0155a887805143545218ffe760eda06	-0.219	0.122	0.984	NA	DESeq2
a4bbfb428c8d35739d668a60656037fc	-0.285	0.324	0.380	NA	DESeq2
ea4f3d7471d698fb962e28a5f213caf2	-5.175	0.236	0.984	NA	DESeq2
ee0d28cca895e4a213be07178c2fefba	1.534	0.122	0.909	NA	DESeq2
211d2dbbc4c623c2e960bb29d37d40fa	3.595	0.250	0.984	NA	DESeq2
1c9a25f511df933eb3476dbbbb46a199	0.282	0.116	0.547	NA	DESeq2
db7d937668dd436e5a4c657b8cd5329f	0.423	0.325	0.195	NA	DESeq2
344a99c4890ae9d218c68b7173d0389c	-4.704	0.239	0.984	NA	DESeq2
348be596f79f125aafbe95efa903cbd9	-3.890	0.197	0.984	NA	DESeq2
9e6878f45a5eb2ea642bc92e840afdf7	5.505	0.236	0.984	NA	DESeq2
6915ce702b5bac12f5018e69a2bca72e	-0.345	0.135	0.156	NA	DESeq2
ee297847e00487e7f148dc495efc4ebe	0.117	0.131	0.909	NA	DESeq2
68c4c822540f83dfe06bbc19f708d882	-3.186	0.253	0.909	NA	DESeq2
1eff341aa2b49ec383d0a118f73f9cb6	-6.964	0.221	0.349	NA	DESeq2
d61038bd0af574cc1fb1f9ecef204bbf	0.004	0.219	0.988	NA	DESeq2
a4e3412f19bae543184b7ee353711e30	1.971	0.145	0.378	NA	DESeq2
3e0f023636975b57382d70fe0a52bf1e	-3.774	0.246	0.909	NA	DESeq2
7f6f04cff14b6c730f64324e546e2d6b	-1.021	0.298	0.444	NA	DESeq2
7ff01134216b54c40a3d44f59c565338	-4.098	0.237	0.546	NA	DESeq2
45c35d69f417bd7d4cbe61dd5a0f083e	5.124	0.238	0.881	NA	DESeq2
149b57f90ba9fdc1aa38b84570147bd9	-3.136	0.112	0.984	NA	DESeq2
efd61c8a200b0dfb04999c1cbc4a509f	-0.845	0.300	0.984	NA	DESeq2
5f3b8380fd0ae0e537a43b002c4e7a67	0.497	0.155	0.765	NA	DESeq2
38bad4cf4a320d649be0d854b3cf98be	1.132	0.193	0.984	NA	DESeq2
6a7a5b8592e878c6065ab49055907e1a	-0.211	0.326	0.517	NA	DESeq2
0fa5da88bc26c3d497597b2ecbf33634	0.115	0.328	0.725	NA	DESeq2
8b268033f40f7b9e9f0a33d71e9c1936	-1.297	0.287	0.909	NA	DESeq2
99bf847cdf4b42889ec796b79dff8c25	-5.712	0.233	0.984	NA	DESeq2
b5f3ca43eee20152738a029642f31149	-5.750	0.207	0.275	NA	DESeq2
a992aa1cc0c433a9e86e33cbc0489c4b	1.966	0.273	0.984	NA	DESeq2
c50d9f53af04313b5497bb9c55275c7c	-1.063	0.292	0.528	NA	DESeq2
7815ca3b2d75f9ff6a3589a9dea5b8c6	-2.934	0.256	0.984	NA	DESeq2
4f59249301b989a2e45240235f71f3d2	4.916	0.239	0.881	NA	DESeq2
825f13155fdb6aff8a51b2e23783d436	1.140	0.183	0.984	NA	DESeq2
3595b98686ee678c017f6a39f2ba8e7e	0.330	0.323	0.307	NA	DESeq2
b7b6c3fd8f90372ec9ab4e7bd7df8507	6.775	0.249	0.169	NA	DESeq2
b18075a005d898e4fefada059d7e1684	1.885	0.274	0.881	NA	DESeq2
d8fc54bcadbf7fcc5cd3d7c2bf678f8f	4.840	0.240	0.881	NA	DESeq2
b77627ad049c7569beb5e5bb351b9a50	0.855	0.301	0.984	NA	DESeq2
645108570a0870b22f3289c5b82bf22e	2.960	0.261	0.559	NA	DESeq2
d3ab276830b02edd6977f850f0ef8caa	-5.174	0.236	0.909	NA	DESeq2
5507ca21e75b9dee479d164ae91bf887	4.561	0.242	0.984	NA	DESeq2
890b0fb43b36350b30ca02829f3e91ad	-0.249	0.325	0.444	NA	DESeq2
93dc6bb121df4cf4164c024ac00012b4	-0.249	0.325	0.444	NA	DESeq2
b88919456fa9bc9afe13c91708403a1b	4.140	0.245	0.984	NA	DESeq2
317082b6c8a20c520c8e26de3ce89caa	-3.044	0.159	0.201	NA	DESeq2
5ae1f1acc18efc7823c3415d779b0385	1.163	0.291	0.881	NA	DESeq2
