ID	pval	padj	method
8888c9b2d3933081f63651b9bfdbe480	0.018	0.960	Fisher
bdf8ede33b2c7001840621a6f72229dd	0.040	0.960	Fisher
a135d244d0364d5d06535e56882a84a5	0.041	0.960	Fisher
a158cb84cd379842d99cf6726247efcd	0.049	0.960	Fisher
abb48f98cc76cbfd884b85cb99cf2af1	0.049	0.960	Fisher
99d56121b201885e2327e1aaefee27e0	0.091	0.960	Fisher
1b0539acdc7399feee3aaebdd5e61067	0.099	0.960	Fisher
633743f58b6a9fabc8612a844746d9aa	0.109	0.960	Fisher
79211df1215da97e2f8277d6b2222fe2	0.109	0.960	Fisher
92e7c471bf50233a39a459ff5b204b3e	0.109	0.960	Fisher
e3eb7f52eef0ad7aec4db88af12eb3cd	0.123	0.960	Fisher
4be810915c915c3f6f34bb4fedab9ad0	0.137	0.960	Fisher
17211eba768f47a1041935f3ee102e20	0.152	0.960	Fisher
939f95ffa67d45b18f810411c9e35571	0.174	0.960	Fisher
643e1fe5e4374e56b15854c0ab8bd517	0.190	0.960	Fisher
b53ede99325c8616840fa8e938464d7e	0.192	0.960	Fisher
18922236506583e7320e776be6c2463a	0.221	0.960	Fisher
2bc5d4320e54797a39359dc0676cf450	0.221	0.960	Fisher
2ffde79d725e60b058bde836132af683	0.221	0.960	Fisher
325f464ad49685c1e5420d17aa147d15	0.221	0.960	Fisher
369977194325fa77afd733d37c92c63d	0.221	0.960	Fisher
3d6595ba0dd3b1779363e84e947fc1c4	0.221	0.960	Fisher
461c2b20bd5c233dcac34fc89ce1a66f	0.221	0.960	Fisher
481b5086d4014f57b2ff1517825ee7d1	0.221	0.960	Fisher
66784a97073d9affb5b9dd057c7d5195	0.221	0.960	Fisher
78e3be9fa222d3a314799a1a883f6b66	0.221	0.960	Fisher
79a7291065adc3f595551e420369acde	0.221	0.960	Fisher
a4bbfb428c8d35739d668a60656037fc	0.221	0.960	Fisher
b0155a887805143545218ffe760eda06	0.221	0.960	Fisher
cca78c21045111a15b3ccadddf52b971	0.221	0.960	Fisher
cf16828665dee40dfa4b6bade4cf21ef	0.221	0.960	Fisher
d75885b537a312c667e41d5afe3bee27	0.221	0.960	Fisher
db7d937668dd436e5a4c657b8cd5329f	0.221	0.960	Fisher
ca8c1cc094272e70ff21f563a2af81c3	0.229	0.960	Fisher
6a7a5b8592e878c6065ab49055907e1a	0.233	0.960	Fisher
872b2757f7ef15b1ef26b3f9936bcf31	0.269	0.960	Fisher
f7b11f46a4c69e77e82476e16e9df760	0.284	0.960	Fisher
8d3e983e728259a88863f948e5dbe94b	0.298	0.960	Fisher
5d5ed43144a7e9922f567567cca6edb7	0.333	0.960	Fisher
8512a0ed11476e591ffa9a713b8d9df3	0.333	0.960	Fisher
8886b2b13e2ddffa6f24c3ba02bde095	0.333	0.960	Fisher
a692aae1c416358d582103d64b3774f2	0.333	0.960	Fisher
4673065a2d04c05374a89d2cfdcf68c2	0.338	0.960	Fisher
116156fee4dfb6a544121c9b98a23c74	0.366	0.960	Fisher
a4e3412f19bae543184b7ee353711e30	0.400	0.960	Fisher
071be45c44bec0f49b498f73b15dd3d2	0.476	0.960	Fisher
08d77d3861ee0c24205b9a999144495f	0.476	0.960	Fisher
0c5de29041b1bcfe2010ba9bde32f320	0.476	0.960	Fisher
1cc1bac06496093e1f4903bb981b67a4	0.476	0.960	Fisher
2e3c54c72de596f4c4009971b90895d7	0.476	0.960	Fisher
31415f8d3595a43846a89317548511ce	0.476	0.960	Fisher
33be679a5c7b7bff076243989c33712f	0.476	0.960	Fisher
371805a0d32985ff210ca9f1a7acad48	0.476	0.960	Fisher
3afe92f292286577802cddba507f140e	0.476	0.960	Fisher
3e0f023636975b57382d70fe0a52bf1e	0.476	0.960	Fisher
543d211dd0ff4f6d0066ec3850ed5082	0.476	0.960	Fisher
579e5bbf5706c28209744c33484c4b8c	0.476	0.960	Fisher
5ae1f1acc18efc7823c3415d779b0385	0.476	0.960	Fisher
7815ca3b2d75f9ff6a3589a9dea5b8c6	0.476	0.960	Fisher
7d2ea1f51c60d58d0660446d4774a59a	0.476	0.960	Fisher
7f6f04cff14b6c730f64324e546e2d6b	0.476	0.960	Fisher
86a9b8a55479938e1b6b804cd653155b	0.476	0.960	Fisher
890b0fb43b36350b30ca02829f3e91ad	0.476	0.960	Fisher
8e2824f6a1b188b220b9361c612674b6	0.476	0.960	Fisher
9880373d82d00984bcfd9dddced13e34	0.476	0.960	Fisher
9e58e4736ae679b38ae8de9b3fc3d7ee	0.476	0.960	Fisher
9e6878f45a5eb2ea642bc92e840afdf7	0.476	0.960	Fisher
af7a6845c73f4a26d0abf34aef9a2a64	0.476	0.960	Fisher
b2b2ae51b868a14c0e2efb9693ed8f75	0.476	0.960	Fisher
b7b6c3fd8f90372ec9ab4e7bd7df8507	0.476	0.960	Fisher
b88919456fa9bc9afe13c91708403a1b	0.476	0.960	Fisher
c1c7dac2c6665e89f90cda95c53e086e	0.476	0.960	Fisher
c1f96ac17ac6c32cbf88341fce4c8d9d	0.476	0.960	Fisher
d0663dc6e98d4272e5c13d317fed72cc	0.476	0.960	Fisher
da230b788ed11070ab619cf95eec6577	0.476	0.960	Fisher
e36a239a30b387e78c09e274444e016c	0.476	0.960	Fisher
ea4f3d7471d698fb962e28a5f213caf2	0.476	0.960	Fisher
ee297847e00487e7f148dc495efc4ebe	0.476	0.960	Fisher
04fee52d3a95545eea1c45e2e63ce362	0.489	0.960	Fisher
223bd77c5c34f4e9e40c3dfd53dffafc	0.489	0.960	Fisher
89ca3ef7f9011b78e1e0a3895fb3ff7f	0.489	0.960	Fisher
96e8d503a1148ba899683ec5ab9b05d9	0.489	0.960	Fisher
77d225e6605a71a9a33a9aeb33bdb890	0.499	0.969	Fisher
d40cb52e5d7086fee99ae0907fd334f9	0.514	0.986	Fisher
542b8274cc0abe38ef023b02b57dbf9b	0.598	1	Fisher
596153e78a4c251da43033285b61a7b3	0.598	1	Fisher
5efce6b21a9c05541f7e777341156e96	0.598	1	Fisher
b84ffd3d3404ece823346fd8ed2df099	0.598	1	Fisher
